event_time,event_type,product_id,brand,category_code,price,user_id,user_session
2023-10-01 02:40:00,purchase,254,reebok,appliances.personal_care,36604.11,2610,sess_1304
2023-10-01 03:01:00,view,343,philips,apparel.shoes,6246.02,2129,sess_7744
2023-10-01 03:01:00,view,180,jbl,electronics.audio,4849.68,2129,sess_7744
2023-10-01 03:02:00,view,69,asus,electronics.phone,17035.66,2129,sess_7744
2023-10-01 03:06:00,view,236,adidas,electronics.laptop,30372.46,2129,sess_7744
2023-10-01 03:34:00,view,43,reebok,apparel.clothing,3362.68,2910,sess_5347
2023-10-01 03:36:00,view,206,lenovo,appliances.kitchen,10853.85,2608,sess_7516
2023-10-01 03:36:00,view,460,lenovo,electronics.laptop,27101.73,2608,sess_7516
2023-10-01 03:37:00,view,446,acer,electronics.phone,34574.98,2910,sess_5347
2023-10-01 03:41:00,view,498,sennheiser,apparel.shoes,11366.39,2608,sess_7516
2023-10-01 03:42:00,cart,460,lenovo,electronics.laptop,27101.73,2608,sess_7516
2023-10-01 03:47:00,cart,43,reebok,apparel.clothing,3362.68,2910,sess_5347
2023-10-01 03:51:00,purchase,43,reebok,apparel.clothing,3362.68,2910,sess_5347
2023-10-01 04:01:00,view,106,boat,electronics.laptop,29029.17,1629,sess_4835
2023-10-01 04:02:00,view,436,zara,appliances.kitchen,15248.07,2896,sess_7091
2023-10-01 04:02:00,view,124,philips,electronics.audio,10338.15,2896,sess_7091
2023-10-01 04:02:00,view,354,jbl,apparel.clothing,37364.37,1629,sess_4835
2023-10-01 04:02:00,view,316,dell,apparel.shoes,6391.81,1629,sess_4835
2023-10-01 04:05:00,view,470,sennheiser,apparel.clothing,15220.19,2896,sess_7091
2023-10-01 04:06:00,view,47,sennheiser,apparel.clothing,37592.71,1629,sess_4835
2023-10-01 04:07:00,view,290,h&m,electronics.phone,41140.36,2896,sess_7091
2023-10-01 04:08:00,cart,124,philips,electronics.audio,10338.15,2896,sess_7091
2023-10-01 04:13:00,cart,316,dell,apparel.shoes,6391.81,1629,sess_4835
2023-10-01 04:55:00,view,337,samsung,appliances.kitchen,43493.5,3669,sess_2250
2023-10-01 04:56:00,view,421,acer,appliances.personal_care,8393.31,3669,sess_2250
2023-10-01 04:57:00,view,102,levis,electronics.laptop,3031.6,3669,sess_2250
2023-10-01 05:00:00,view,297,asus,appliances.personal_care,26223.11,3669,sess_2250
2023-10-01 05:29:00,view,96,panasonic,appliances.personal_care,27876.26,2773,sess_6936
2023-10-01 05:31:00,view,474,zara,electronics.phone,44982.48,2773,sess_6936
2023-10-01 05:39:00,view,400,reebok,appliances.kitchen,12653.89,2371,sess_6992
2023-10-01 05:41:00,view,225,nike,electronics.audio,38108.24,2371,sess_6992
2023-10-01 05:41:00,view,27,sony,apparel.clothing,36509.51,2371,sess_6992
2023-10-01 05:42:00,view,205,lenovo,electronics.laptop,19274.16,2371,sess_6992
2023-10-01 06:35:00,view,349,lenovo,apparel.shoes,46645.12,2755,sess_4945
2023-10-01 06:39:00,view,413,sennheiser,appliances.kitchen,41948.19,2755,sess_4945
2023-10-01 06:40:00,cart,413,sennheiser,appliances.kitchen,41948.19,2755,sess_4945
2023-10-01 06:58:00,purchase,413,sennheiser,appliances.kitchen,41948.19,2755,sess_4945
2023-10-01 07:16:00,view,371,nike,appliances.personal_care,5197.16,1608,sess_3712
2023-10-01 07:28:00,view,392,jbl,appliances.personal_care,19249.71,3962,sess_4243
2023-10-01 07:29:00,view,83,panasonic,electronics.audio,40068.51,3962,sess_4243
2023-10-01 07:30:00,view,107,apple,apparel.clothing,4281.77,3962,sess_4243
2023-10-01 07:32:00,view,302,lg,appliances.kitchen,10708.05,3962,sess_4243
2023-10-01 07:40:00,view,411,bose,electronics.laptop,31119.38,1473,sess_4490
2023-10-01 07:44:00,view,444,reebok,appliances.kitchen,5130.28,1473,sess_4490
2023-10-01 07:49:00,cart,411,bose,electronics.laptop,31119.38,1473,sess_4490
2023-10-01 08:09:00,view,372,zara,electronics.phone,26391.36,1130,sess_2302
2023-10-01 08:13:00,cart,372,zara,electronics.phone,26391.36,1130,sess_2302
2023-10-01 09:17:00,view,291,puma,apparel.shoes,3888.29,3602,sess_1025
2023-10-01 09:17:00,view,61,wrangler,appliances.personal_care,6461.87,3602,sess_1025
2023-10-01 09:20:00,view,239,samsung,electronics.audio,28873.68,3602,sess_1025
2023-10-01 09:21:00,view,175,boat,apparel.clothing,32803.34,3602,sess_1025
2023-10-01 09:22:00,view,180,jbl,electronics.audio,4849.68,3602,sess_1025
2023-10-01 09:24:00,cart,180,jbl,electronics.audio,4849.68,3602,sess_1025
2023-10-01 09:44:00,view,209,reebok,apparel.shoes,45259.96,1449,sess_6176
2023-10-01 09:45:00,view,268,samsung,electronics.phone,14851.93,1449,sess_6176
2023-10-01 09:45:00,view,418,dell,electronics.audio,37423.55,1449,sess_6176
2023-10-01 09:46:00,view,15,jbl,electronics.audio,40393.99,1449,sess_6176
2023-10-01 09:48:00,view,71,asus,electronics.phone,3734.46,1449,sess_6176
2023-10-01 09:58:00,view,218,puma,appliances.kitchen,8418.23,2869,sess_4732
2023-10-01 09:59:00,view,135,reebok,electronics.laptop,2282.08,2869,sess_4732
2023-10-01 10:00:00,cart,135,reebok,electronics.laptop,2282.08,2869,sess_4732
2023-10-01 10:57:00,view,473,sennheiser,electronics.phone,24614.39,3704,sess_7645
2023-10-01 11:00:00,view,455,asus,electronics.laptop,39390.51,3704,sess_7645
2023-10-01 11:00:00,view,234,h&m,appliances.kitchen,5895.59,1000,sess_4365
2023-10-01 11:02:00,view,63,sony,electronics.audio,26477.15,3704,sess_7645
2023-10-01 11:03:00,view,276,wrangler,appliances.personal_care,34569.14,1000,sess_4365
2023-10-01 12:29:00,view,41,apple,appliances.personal_care,5659.53,3987,sess_1603
2023-10-01 12:30:00,view,227,reebok,electronics.audio,41777.56,3987,sess_1603
2023-10-01 12:31:00,view,75,h&m,electronics.laptop,27052.85,3987,sess_1603
2023-10-01 12:32:00,view,50,panasonic,appliances.kitchen,13315.77,3987,sess_1603
2023-10-01 12:33:00,view,140,jbl,appliances.kitchen,7895.76,3987,sess_1603
2023-10-01 12:40:00,view,29,bose,appliances.kitchen,27935.1,2276,sess_3485
2023-10-01 12:43:00,view,437,reebok,electronics.phone,7159.9,2276,sess_3485
2023-10-01 12:49:00,cart,29,bose,appliances.kitchen,27935.1,2276,sess_3485
2023-10-01 14:45:00,view,436,zara,appliances.kitchen,15248.07,2996,sess_2451
2023-10-01 14:46:00,view,178,panasonic,electronics.laptop,33009.77,2996,sess_2451
2023-10-01 14:46:00,cart,178,panasonic,electronics.laptop,33009.77,2996,sess_2451
2023-10-01 14:46:00,view,305,samsung,apparel.shoes,22634.08,2996,sess_2451
2023-10-01 14:55:00,view,223,zara,electronics.laptop,2703.17,3472,sess_4540
2023-10-01 15:06:00,purchase,178,panasonic,electronics.laptop,33009.77,2996,sess_2451
2023-10-01 15:07:00,cart,223,zara,electronics.laptop,2703.17,3472,sess_4540
2023-10-01 15:21:00,view,141,asus,appliances.personal_care,8291.59,3921,sess_4026
2023-10-01 15:26:00,view,34,nike,electronics.laptop,32839.85,2528,sess_2639
2023-10-01 15:27:00,view,430,panasonic,appliances.kitchen,13254.64,2528,sess_2639
2023-10-01 15:29:00,view,326,h&m,apparel.clothing,32644.17,2528,sess_2639
2023-10-01 15:29:00,view,27,sony,apparel.clothing,36509.51,1767,sess_5749
2023-10-01 15:29:00,view,353,lenovo,apparel.shoes,9691.4,2528,sess_2639
2023-10-01 15:30:00,view,490,panasonic,appliances.kitchen,18756.81,1767,sess_5749
2023-10-01 15:31:00,view,273,philips,apparel.shoes,13690.64,1767,sess_5749
2023-10-01 15:33:00,view,100,panasonic,electronics.audio,3045.83,1767,sess_5749
2023-10-01 15:37:00,cart,27,sony,apparel.clothing,36509.51,1767,sess_5749
2023-10-01 15:39:00,cart,34,nike,electronics.laptop,32839.85,2528,sess_2639
2023-10-01 15:46:00,view,401,dell,electronics.laptop,49967.8,3648,sess_4292
2023-10-01 15:46:00,view,428,puma,electronics.phone,13369.04,3648,sess_4292
2023-10-01 15:47:00,view,128,acer,electronics.phone,375.58,3648,sess_4292
2023-10-01 15:48:00,view,44,puma,apparel.clothing,49805.84,3648,sess_4292
2023-10-01 15:49:00,view,389,reebok,electronics.laptop,12360.03,3648,sess_4292
2023-10-01 15:56:00,purchase,27,sony,apparel.clothing,36509.51,1767,sess_5749
2023-10-01 16:23:00,view,249,reebok,electronics.audio,31851.14,1413,sess_6167
2023-10-01 16:23:00,view,337,samsung,appliances.kitchen,43493.5,1413,sess_6167
2023-10-01 16:25:00,view,415,bose,electronics.phone,15583.86,1413,sess_6167
2023-10-01 17:32:00,view,388,apple,electronics.audio,18050.47,1963,sess_5896
2023-10-01 17:35:00,view,208,zara,apparel.shoes,3299.83,1963,sess_5896
2023-10-01 17:37:00,view,286,h&m,electronics.phone,43660.44,1963,sess_5896
2023-10-01 17:56:00,view,294,dell,electronics.phone,49696.12,1907,sess_1850
2023-10-01 17:58:00,view,448,asus,appliances.personal_care,18260.76,1907,sess_1850
2023-10-01 17:58:00,view,285,lenovo,appliances.kitchen,43448.37,1907,sess_1850
2023-10-01 17:59:00,view,98,dell,electronics.laptop,48440.73,1907,sess_1850
2023-10-01 18:01:00,view,341,apple,electronics.laptop,13498.4,1907,sess_1850
2023-10-01 18:26:00,view,379,wrangler,apparel.shoes,47715.15,3625,sess_3904
2023-10-01 18:27:00,view,435,asus,appliances.kitchen,3347.21,3625,sess_3904
2023-10-01 18:28:00,view,353,lenovo,apparel.shoes,9691.4,3625,sess_3904
2023-10-01 18:37:00,cart,379,wrangler,apparel.shoes,47715.15,3625,sess_3904
2023-10-01 18:43:00,view,302,lg,appliances.kitchen,10708.05,2785,sess_3224
2023-10-01 18:44:00,view,361,wrangler,apparel.shoes,17386.17,2722,sess_6680
2023-10-01 18:44:00,view,499,huawei,electronics.audio,42298.6,2722,sess_6680
2023-10-01 18:47:00,purchase,379,wrangler,apparel.shoes,47715.15,3625,sess_3904
2023-10-01 18:48:00,cart,361,wrangler,apparel.shoes,17386.17,2722,sess_6680
2023-10-01 18:58:00,purchase,361,wrangler,apparel.shoes,17386.17,2722,sess_6680
2023-10-01 19:15:00,view,485,puma,apparel.shoes,36533.7,2144,sess_5687
2023-10-01 19:16:00,view,314,apple,electronics.laptop,39671.9,2144,sess_5687
2023-10-01 19:16:00,view,466,panasonic,electronics.phone,23916.05,2144,sess_5687
2023-10-01 19:18:00,view,137,apple,electronics.audio,10660.81,2144,sess_5687
2023-10-01 19:18:00,view,105,asus,apparel.shoes,6169.35,2144,sess_5687
2023-10-01 20:10:00,view,12,lenovo,electronics.laptop,47868.21,2035,sess_4068
2023-10-01 20:11:00,view,487,acer,electronics.audio,47687.91,2035,sess_4068
2023-10-01 20:12:00,view,18,bose,apparel.clothing,44294.5,2035,sess_4068
2023-10-01 20:18:00,view,425,asus,appliances.personal_care,33879.92,3353,sess_1394
2023-10-01 20:20:00,cart,487,acer,electronics.audio,47687.91,2035,sess_4068
2023-10-01 20:23:00,cart,425,asus,appliances.personal_care,33879.92,3353,sess_1394
2023-10-01 20:31:00,view,383,sennheiser,electronics.audio,49870.81,2009,sess_5430
2023-10-01 20:32:00,view,223,zara,electronics.laptop,2703.17,2009,sess_5430
2023-10-01 20:32:00,view,489,xiaomi,electronics.phone,21706.45,2009,sess_5430
2023-10-01 20:32:00,purchase,425,asus,appliances.personal_care,33879.92,3353,sess_1394
2023-10-01 20:33:00,view,127,apple,electronics.phone,31786.37,2951,sess_5517
2023-10-01 20:34:00,view,125,bose,appliances.personal_care,13345.4,2009,sess_5430
2023-10-02 00:16:00,view,362,wrangler,appliances.personal_care,27261.82,1330,sess_462
2023-10-02 00:59:00,view,384,panasonic,electronics.phone,21810.78,1461,sess_3205
2023-10-02 01:00:00,view,433,h&m,electronics.phone,31052.43,1461,sess_3205
2023-10-02 01:01:00,view,463,asus,apparel.clothing,16322.82,1461,sess_3205
2023-10-02 01:10:00,cart,384,panasonic,electronics.phone,21810.78,1461,sess_3205
2023-10-02 01:25:00,purchase,384,panasonic,electronics.phone,21810.78,1461,sess_3205
2023-10-02 01:41:00,view,221,boat,apparel.clothing,33216.39,1342,sess_4062
2023-10-02 01:46:00,view,337,samsung,appliances.kitchen,43493.5,1717,sess_6166
2023-10-02 01:46:00,view,69,asus,electronics.phone,17035.66,1717,sess_6166
2023-10-02 01:47:00,cart,221,boat,apparel.clothing,33216.39,1342,sess_4062
2023-10-02 01:48:00,view,453,bose,appliances.kitchen,29936.87,1717,sess_6166
2023-10-02 01:49:00,view,411,bose,electronics.laptop,31119.38,1717,sess_6166
2023-10-02 01:49:00,view,66,lg,appliances.kitchen,15722.47,1717,sess_6166
2023-10-02 01:59:00,cart,69,asus,electronics.phone,17035.66,1717,sess_6166
2023-10-02 02:13:00,view,249,reebok,electronics.audio,31851.14,3091,sess_6903
2023-10-02 02:16:00,view,383,sennheiser,electronics.audio,49870.81,3091,sess_6903
2023-10-02 02:17:00,view,78,reebok,electronics.laptop,4896.42,3091,sess_6903
2023-10-02 02:26:00,cart,249,reebok,electronics.audio,31851.14,3091,sess_6903
2023-10-02 03:04:00,view,407,panasonic,electronics.phone,45547.72,1821,sess_2352
2023-10-02 03:05:00,view,453,bose,appliances.kitchen,29936.87,1821,sess_2352
2023-10-02 03:29:00,view,462,samsung,electronics.laptop,939.04,1542,sess_2179
2023-10-02 03:31:00,view,164,adidas,apparel.shoes,3683.7,1542,sess_2179
2023-10-02 03:31:00,view,183,asus,apparel.shoes,30640.44,1542,sess_2179
2023-10-02 03:33:00,view,422,h&m,appliances.personal_care,14897.04,1951,sess_6251
2023-10-02 03:35:00,view,275,lg,electronics.audio,6152.83,1951,sess_6251
2023-10-02 03:36:00,cart,462,samsung,electronics.laptop,939.04,1542,sess_2179
2023-10-02 03:36:00,view,467,adidas,apparel.clothing,29763.57,1951,sess_6251
2023-10-02 03:38:00,view,26,bose,electronics.phone,30533.72,1951,sess_6251
2023-10-02 04:46:00,view,368,sennheiser,appliances.personal_care,41072.23,2434,sess_3347
2023-10-02 04:49:00,view,273,philips,apparel.shoes,13690.64,2434,sess_3347
2023-10-02 05:00:00,cart,368,sennheiser,appliances.personal_care,41072.23,2434,sess_3347
2023-10-02 05:59:00,view,412,sennheiser,appliances.personal_care,36101.23,3740,sess_2286
2023-10-02 05:59:00,view,285,lenovo,appliances.kitchen,43448.37,3740,sess_2286
2023-10-02 06:00:00,view,336,puma,appliances.personal_care,25825.89,3740,sess_2286
2023-10-02 06:02:00,view,149,zara,electronics.audio,15397.51,3740,sess_2286
2023-10-02 06:03:00,view,46,samsung,appliances.kitchen,36090.95,3740,sess_2286
2023-10-02 06:19:00,view,346,samsung,apparel.clothing,20516.94,1918,sess_1513
2023-10-02 06:19:00,view,450,bose,electronics.audio,3214.39,1918,sess_1513
2023-10-02 06:21:00,view,393,sennheiser,electronics.laptop,24982.83,1224,sess_7
2023-10-02 06:21:00,view,71,asus,electronics.phone,3734.46,1224,sess_7
2023-10-02 06:22:00,view,458,asus,electronics.audio,38762.56,1918,sess_1513
2023-10-02 06:23:00,view,263,wrangler,electronics.phone,25927.04,1918,sess_1513
2023-10-02 06:23:00,view,62,sennheiser,apparel.shoes,47352.06,1918,sess_1513
2023-10-02 06:27:00,cart,62,sennheiser,apparel.shoes,47352.06,1918,sess_1513
2023-10-02 06:31:00,cart,393,sennheiser,electronics.laptop,24982.83,1224,sess_7
2023-10-02 06:37:00,view,379,wrangler,apparel.shoes,47715.15,3937,sess_7813
2023-10-02 06:38:00,view,114,boat,electronics.phone,3847.38,3937,sess_7813
2023-10-02 06:42:00,view,254,reebok,appliances.personal_care,36604.11,3937,sess_7813
2023-10-02 06:45:00,view,477,boat,apparel.clothing,35664.21,3103,sess_7739
2023-10-02 06:51:00,cart,477,boat,apparel.clothing,35664.21,3103,sess_7739
2023-10-02 06:58:00,view,170,reebok,appliances.kitchen,47029.11,2836,sess_2134
2023-10-02 06:58:00,view,265,reebok,apparel.shoes,27846.78,2836,sess_2134
2023-10-02 06:59:00,view,205,lenovo,electronics.laptop,19274.16,3923,sess_7945
2023-10-02 06:59:00,view,436,zara,appliances.kitchen,15248.07,3923,sess_7945
2023-10-02 06:59:00,view,25,acer,appliances.kitchen,46844.4,2836,sess_2134
2023-10-02 07:01:00,view,206,lenovo,appliances.kitchen,10853.85,2836,sess_2134
2023-10-02 07:02:00,view,173,wrangler,appliances.personal_care,219.22,1101,sess_5071
2023-10-02 07:03:00,view,487,acer,electronics.audio,47687.91,1101,sess_5071
2023-10-02 07:09:00,cart,206,lenovo,appliances.kitchen,10853.85,2836,sess_2134
2023-10-02 07:12:00,cart,205,lenovo,electronics.laptop,19274.16,3923,sess_7945
2023-10-02 07:38:00,view,33,lg,apparel.clothing,43842.11,3808,sess_2428
2023-10-02 07:38:00,view,36,acer,electronics.laptop,12481.05,3814,sess_5664
2023-10-02 07:41:00,cart,33,lg,apparel.clothing,43842.11,3808,sess_2428
2023-10-02 07:41:00,view,480,huawei,appliances.personal_care,35147.62,1430,sess_7151
2023-10-02 07:46:00,view,232,asus,electronics.laptop,41992.6,3137,sess_6391
2023-10-02 07:49:00,view,24,adidas,electronics.audio,10632.45,3137,sess_6391
2023-10-02 07:50:00,cart,480,huawei,appliances.personal_care,35147.62,1430,sess_7151
2023-10-02 07:51:00,view,206,lenovo,appliances.kitchen,10853.85,3137,sess_6391
2023-10-02 08:00:00,cart,232,asus,electronics.laptop,41992.6,3137,sess_6391
2023-10-02 08:09:00,purchase,232,asus,electronics.laptop,41992.6,3137,sess_6391
2023-10-02 08:10:00,purchase,480,huawei,appliances.personal_care,35147.62,1430,sess_7151
2023-10-02 09:14:00,view,439,huawei,electronics.phone,11892.04,2236,sess_361
2023-10-02 09:19:00,view,162,wrangler,appliances.kitchen,36026.61,2236,sess_361
2023-10-02 09:20:00,view,136,adidas,appliances.personal_care,48614.37,3203,sess_4323
2023-10-02 09:21:00,view,100,panasonic,electronics.audio,3045.83,3203,sess_4323
2023-10-02 09:25:00,cart,100,panasonic,electronics.audio,3045.83,3203,sess_4323
2023-10-02 09:59:00,view,500,adidas,electronics.phone,38176.76,3524,sess_1696
2023-10-02 10:00:00,view,491,lenovo,apparel.clothing,3186.05,3524,sess_1696
2023-10-02 10:01:00,view,473,sennheiser,electronics.phone,24614.39,3524,sess_1696
2023-10-02 10:39:00,view,480,huawei,appliances.personal_care,35147.62,1981,sess_6097
2023-10-02 10:42:00,cart,480,huawei,appliances.personal_care,35147.62,1981,sess_6097
2023-10-02 10:43:00,view,216,reebok,apparel.shoes,1644.44,1126,sess_4555
2023-10-02 10:43:00,view,446,acer,electronics.phone,34574.98,1126,sess_4555
2023-10-02 10:44:00,view,375,lenovo,electronics.phone,23579.63,2694,sess_7330
2023-10-02 10:45:00,view,289,apple,electronics.audio,47063.97,2694,sess_7330
2023-10-02 10:47:00,view,100,panasonic,electronics.audio,3045.83,2694,sess_7330
2023-10-02 10:48:00,view,378,nike,appliances.personal_care,33782.0,2694,sess_7330
2023-10-02 10:48:00,view,267,philips,apparel.shoes,22518.09,1126,sess_4555
2023-10-02 10:49:00,view,293,lenovo,appliances.personal_care,28228.41,2694,sess_7330
2023-10-02 12:12:00,view,42,bose,electronics.laptop,39644.55,2295,sess_642
2023-10-02 12:13:00,view,293,lenovo,appliances.personal_care,28228.41,2295,sess_642
2023-10-02 12:17:00,view,451,acer,electronics.laptop,48415.7,2295,sess_642
2023-10-02 12:25:00,view,61,wrangler,appliances.personal_care,6461.87,3000,sess_2209
2023-10-02 12:25:00,view,448,asus,appliances.personal_care,18260.76,3000,sess_2209
2023-10-02 12:25:00,view,233,jbl,electronics.laptop,12078.54,3000,sess_2209
2023-10-02 12:27:00,view,25,acer,appliances.kitchen,46844.4,3000,sess_2209
2023-10-02 12:28:00,view,19,adidas,apparel.clothing,9774.97,3000,sess_2209
2023-10-02 13:22:00,view,29,bose,appliances.kitchen,27935.1,2825,sess_6596
2023-10-02 13:23:00,cart,29,bose,appliances.kitchen,27935.1,2825,sess_6596
2023-10-02 13:34:00,view,39,puma,electronics.audio,11121.17,1329,sess_7596
2023-10-02 13:34:00,view,253,wrangler,appliances.personal_care,24277.18,1329,sess_7596
2023-10-02 13:36:00,view,399,adidas,apparel.clothing,15096.88,1329,sess_7596
2023-10-02 13:36:00,view,485,puma,apparel.shoes,36533.7,1329,sess_7596
2023-10-02 13:36:00,view,100,panasonic,electronics.audio,3045.83,1329,sess_7596
2023-10-02 13:38:00,cart,485,puma,apparel.shoes,36533.7,1329,sess_7596
2023-10-02 13:38:00,view,412,sennheiser,appliances.personal_care,36101.23,2981,sess_4679
2023-10-02 13:38:00,view,494,sennheiser,appliances.personal_care,21261.26,2981,sess_4679
2023-10-02 13:39:00,view,123,acer,electronics.audio,30319.53,2981,sess_4679
2023-10-02 13:49:00,view,25,acer,appliances.kitchen,46844.4,3616,sess_6675
2023-10-02 13:52:00,cart,412,sennheiser,appliances.personal_care,36101.23,2981,sess_4679
2023-10-02 13:53:00,purchase,412,sennheiser,appliances.personal_care,36101.23,2981,sess_4679
2023-10-02 14:18:00,view,496,jbl,electronics.audio,17710.98,3358,sess_876
2023-10-02 14:18:00,view,252,bose,electronics.audio,30871.44,2713,sess_4192
2023-10-02 14:21:00,view,431,puma,appliances.personal_care,31998.75,3358,sess_876
2023-10-02 15:06:00,view,403,boat,electronics.audio,28824.63,2528,sess_1664
2023-10-02 15:32:00,view,411,bose,electronics.laptop,31119.38,2755,sess_2851
2023-10-02 15:32:00,view,311,lg,apparel.shoes,5914.86,2755,sess_2851
2023-10-02 15:33:00,view,276,wrangler,appliances.personal_care,34569.14,2755,sess_2851
2023-10-02 15:36:00,view,394,boat,electronics.laptop,11761.98,2755,sess_2851
2023-10-02 15:55:00,view,360,h&m,appliances.personal_care,7599.05,2384,sess_6013
2023-10-02 15:56:00,view,22,huawei,apparel.shoes,14042.09,2384,sess_6013
2023-10-02 15:57:00,view,254,reebok,appliances.personal_care,36604.11,2417,sess_3281
2023-10-02 15:58:00,view,215,asus,apparel.shoes,11126.2,3186,sess_7665
2023-10-02 15:58:00,view,51,levis,appliances.personal_care,9095.86,3186,sess_7665
2023-10-02 16:00:00,view,186,philips,apparel.shoes,24818.98,3186,sess_7665
2023-10-02 16:01:00,view,475,nike,apparel.clothing,7586.02,3186,sess_7665
2023-10-02 16:04:00,view,235,lg,apparel.shoes,35032.36,3344,sess_7972
2023-10-02 16:05:00,cart,22,huawei,apparel.shoes,14042.09,2384,sess_6013
2023-10-02 16:06:00,view,308,philips,appliances.personal_care,22809.76,3344,sess_7972
2023-10-02 16:07:00,view,497,boat,apparel.clothing,10793.39,3344,sess_7972
2023-10-02 16:07:00,view,398,sony,electronics.phone,22197.14,2729,sess_3056
2023-10-02 16:08:00,cart,254,reebok,appliances.personal_care,36604.11,2417,sess_3281
2023-10-02 16:09:00,view,53,bose,apparel.clothing,30525.72,2729,sess_3056
2023-10-02 16:11:00,view,141,asus,appliances.personal_care,8291.59,2729,sess_3056
2023-10-02 16:12:00,view,403,boat,electronics.audio,28824.63,2729,sess_3056
2023-10-02 16:12:00,cart,53,bose,apparel.clothing,30525.72,2729,sess_3056
2023-10-02 16:16:00,purchase,22,huawei,apparel.shoes,14042.09,2384,sess_6013
2023-10-02 16:21:00,purchase,254,reebok,appliances.personal_care,36604.11,2417,sess_3281
2023-10-02 16:41:00,view,318,acer,apparel.clothing,27090.08,2224,sess_7833
2023-10-02 16:41:00,view,130,sony,appliances.kitchen,22202.41,2224,sess_7833
2023-10-02 16:42:00,view,182,lg,electronics.laptop,1415.38,2224,sess_7833
2023-10-02 16:43:00,view,16,panasonic,apparel.shoes,26903.16,2224,sess_7833
2023-10-02 16:52:00,cart,182,lg,electronics.laptop,1415.38,2224,sess_7833
2023-10-02 17:13:00,view,213,reebok,apparel.clothing,37425.28,1267,sess_5563
2023-10-02 17:14:00,view,369,lenovo,apparel.shoes,48247.26,1632,sess_7445
2023-10-02 17:14:00,view,438,apple,electronics.audio,49796.18,1632,sess_7445
2023-10-02 17:16:00,view,470,sennheiser,apparel.clothing,15220.19,1632,sess_7445
2023-10-02 17:18:00,view,52,huawei,appliances.personal_care,31338.95,1632,sess_7445
2023-10-02 17:25:00,cart,438,apple,electronics.audio,49796.18,1632,sess_7445
2023-10-02 17:30:00,purchase,438,apple,electronics.audio,49796.18,1632,sess_7445
2023-10-02 18:30:00,view,353,lenovo,apparel.shoes,9691.4,2694,sess_3117
2023-10-02 18:31:00,view,283,acer,electronics.phone,48718.89,2694,sess_3117
2023-10-02 18:31:00,view,175,boat,apparel.clothing,32803.34,2694,sess_3117
2023-10-02 18:32:00,view,261,acer,electronics.audio,14125.99,2694,sess_3117
